"@timestamp","@version","_id","_ignored","_index","_score","data_stream.dataset","data_stream.namespace","data_stream.type","destination.ip","destination.port","event.action","event.category","event.created","event.original","event.outcome","event.type","host.ip","log.version","msg_id","nat.dst_xltd_ip","nat.dst_xltd_port","nat.src_xltd_ip","network.transport","network.vrf","observer.hostname","observer.mac","observer.serial_number","observer.type","observer.unit_id","observer.version","proc_id","proc_name",protocol,sd,"security.encrypted","security.policy_display_name","security.policy_id","security.policy_name","security.rule_id","security.rule_name","session.action","session.create_reason","session.delete_reason","session.direction","session.dstvlan","session.dstvpcid","session.dstvpcname","session.flags","session.id","session.iflow_bytes","session.iflow_pkts","session.rflow_bytes","session.rflow_pkts","session.srcvpcname","source.ip","source.port","source.vlan","syslog_priority","syslog_proto","syslog_version",tags
"Feb 15, 2025 @ 17:17:13.185",1,w0JmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,61379,10.192.72.4,53,17,3678563,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,88,1,112,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3678563,88,1,112,1,core,"10.192.96.8","61,379","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,xEJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,64580,10.192.80.4,53,17,3679311,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,177,1,173,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3679311,177,1,173,1,core,"10.192.96.8","64,580","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,xUJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.5",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,58644,10.192.80.5,53,17,3680922,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,177,1,173,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3680922,177,1,173,1,core,"10.192.96.8","58,644","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,xkJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,57968,10.192.72.4,53,17,3682297,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,90,1,86,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3682297,90,1,86,1,core,"10.192.96.8","57,968","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,x0JmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.96.8",67,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.195.248.106,68,10.192.96.8,67,17,3682553,101eb96b-b1dd-446c-afd1-65f12a749f8e,713293058464102888,DHCP_workload,1,346,1,358,3300,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,ZoneS-ABX,,,,,false,from-uplink,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","101eb96b-b1dd-446c-afd1-65f12a749f8e","ZoneS-ABX",713293058464102888,"DHCP_workload",allow,"flow_miss",aging,"from-uplink","(empty)","(empty)","(empty)","0,3300,0",3682553,346,1,358,1,core,"10.195.248.106",68,"3,300",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,yEJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,57597,10.192.72.4,53,17,3682967,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,88,1,100,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3682967,88,1,100,1,core,"10.192.96.7","57,597","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,yUJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.2",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,62033,10.192.80.2,53,17,3691158,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,95,1,153,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3691158,95,1,153,1,core,"10.192.96.8","62,033","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,ykJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,61247,10.192.72.4,53,17,3147071,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,95,1,153,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3147071,95,1,153,1,core,"10.192.96.8","61,247","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,y0JmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,53843,10.192.72.4,53,17,3149855,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,105,1,257,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3149855,105,1,257,1,core,"10.192.96.7","53,843","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,zEJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,60159,10.192.72.4,53,17,3155335,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,105,1,220,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3155335,105,1,220,1,core,"10.192.96.7","60,159","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,zUJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,60525,10.192.72.4,53,17,3154023,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,88,1,100,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3154023,88,1,100,1,core,"10.192.96.7","60,525","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,zkJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.195.8.76",68,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,67,10.195.8.76,68,17,3154191,f9193bc7-bfc0-4279-aadc-d9ddc2756048,12762438024079656759,DEFECT,1,350,0,0,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",12762438024079656759,DEFECT,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3154191,350,1,0,0,core,"10.192.96.7",67,"3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,z0JmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,62958,10.192.72.4,53,17,3155071,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,105,1,220,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3155071,105,1,220,1,core,"10.192.96.7","62,958","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,0EJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,56545,10.192.72.4,53,17,3156095,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,87,1,161,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3156095,87,1,161,1,core,"10.192.96.8","56,545","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,0UJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,61567,10.192.80.4,53,17,3156215,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,176,1,172,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3156215,176,1,172,1,core,"10.192.96.8","61,567","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,0kJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,62033,10.192.72.4,53,17,3149861,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,95,1,153,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3149861,95,1,153,1,core,"10.192.96.8","62,033","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,00JmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,61620,10.192.72.4,53,17,3149123,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,94,1,90,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3149123,94,1,90,1,core,"10.192.96.8","61,620","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,1EJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.72.4",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.8,62180,10.192.72.4,53,17,3164201,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,94,1,90,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3164201,94,1,90,1,core,"10.192.96.8","62,180","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
"Feb 15, 2025 @ 17:17:13.185",1,1UJmCpUBWCP9tmTITh8r,"nat.dst_xltd_ip, nat.src_xltd_ip",".ds-logs-network_traffic-pensando-2025.02.15-000001","-","network_traffic",pensando,logs,"10.192.80.2",53,"flow_delete",network,"Feb 15, 2025 @ 17:17:13.185","<14>1 2025-02-15T16:17:11Z bx-rt1 pen-netagent 1101 - - 2025-02-15T16:17:11Z,flow_delete,allow,8b568d2c-b781-4469-856e-16fde7b22280,10.192.96.7,65384,10.192.80.2,53,17,3165825,f9193bc7-bfc0-4279-aadc-d9ddc2756048,16317122334201741824,DNS,1,177,1,173,3310,DSS,DL.10.15.0005,US41L6B064,ec50.aaa4.e083,2,v3,Global-VIVES-policy,,,,,false,from-host,flow_miss,aging,core,,,,0,3300,0
","-","-","172.16.1.44",v3,"-","0.0.0.0","(empty)","0.0.0.0",udp,"8b568d2c-b781-4469-856e-16fde7b22280","bx-rt1","ec50.aaa4.e083",US41L6B064,DSS,2,"DL.10.15.0005",1101,"pen-netagent",17,"-",false,"(empty)","f9193bc7-bfc0-4279-aadc-d9ddc2756048","Global-VIVES-policy",16317122334201741824,DNS,allow,"flow_miss",aging,"from-host","(empty)","(empty)","(empty)","0,3300,0",3165825,177,1,173,1,core,"10.192.96.7","65,384","3,310",14,udp,1,"pensando_flowlog, _geoip_lookup_failure"
